Customer_Income,First_Buy_Data,Last_Buy_Data,Average_Buy_Amount,Frequency_Level,Buy_Amount_Grade,Special_Buyer,Last_Buy_Amount,Buy_Amount_Average,Class
0,9310,9406,0.07,1,F,0,17,16,0
2,9011,9501,0.46,4,D,X,4,8.34,0
4,9502,9502,0.08,1,F,0,15,15,0
0,8805,9502,0.12,1,E,X,10,24.81,0
5,9401,9501,0.16,3,E,X,10,7.5,0
1,9003,9411,0.18,3,E,0,10,9.14,0
7,9005,9405,0.09,1,G,0,25,19.4,0
5,9201,9412,0.07,1,G,0,50,26.66,0
0,8901,9412,0.31,3,E,X,5,6.3,0
5,9403,9502,0.16,3,F,X,20,11.25,0
2,9501,9501,0.07,1,F,0,15,15,0
2,8512,9602,0.18,1,E,0,15,12.09,0
0,8512,9412,0.2,2,F,X,15,12.64,0
7,9410,9410,0.06,1,G,0,25,25,0
5,9102,9411,0.1,1,F,0,15,11.6,0
2,8704,9412,0.36,2,F,X,20,13.3,0
1,8710,9412,0.25,2,E,X,10,8.14,0
5,8509,9412,0.29,2,E,X,12,6.65,0
1,8909,9412,0.34,3,D,X,5,2.63,0
6,9210,9408,0.11,1,F,0,20,14,0
4,9201,9412,0.14,3,E,0,9,7.8,0
3,9103,9412,0.21,3,E,X,12,10.44,0
4,9502,9502,0.07,1,F,0,15,15,0
5,9311,9407,0.08,1,F,0,16,13,0
5,8610,9601,0.34,2,E,X,10,9.55,0
4,8601,9502,0.25,2,F,X,20,6.88,0
0,8909,9503,0.28,4,E,X,10,5.31,0
4,9401,9410,0.12,2,F,0,20,16.66,0
7,9401,9412,0.16,3,F,0,5,10,0
2,8602,9409,0.17,1,F,X,15,8.36,0
3,9409,9409,0.07,1,F,0,15,15,0
0,9410,9503,0.12,2,F,0,15,10,0
0,9211,9503,0.1,1,F,0,15,13.33,0
3,9309,9502,0.2,4,E,0,10,9,0
6,9301,9501,0.11,1,F,0,15,18.75,0
2,9102,9411,0.29,3,E,X,5,9.4,0
3,9201,9411,0.27,3,E,X,12,6.66,0
4,8801,9410,0.17,2,E,X,10,8.61,0
6,8804,9407,0.13,2,F,0,18,14.77,0
1,8809,9408,0.41,3,D,X,3,2.95,0
5,8703,9409,0.33,1,E,X,10,7.69,0
1,8805,9406,0.11,1,F,0,20,16.83,0
3,8601,9404,0.31,1,E,X,10,5.43,0
5,9409,9409,0.07,1,F,0,15,15,0
2,9002,9409,0.19,4,D,X,6,8.6,0
0,9401,9502,0.18,3,E,X,10,9,1
7,8512,9410,0.27,1,F,X,15,8.95,0
0,9301,9503,0.18,4,E,X,10,7.28,0
4,9310,9412,0.16,2,G,0,25,16.5,0
2,8709,9502,0.21,2,E,X,10,7.57,0
2,8512,9412,0.23,2,E,X,14,7.56,0
6,9309,9411,0.06,1,G,0,25,25,0
0,8911,9411,0.15,1,F,0,20,4.75,0
6,8510,9412,0.52,4,E,X,8,4.97,0
0,9409,9409,0.06,1,F,0,24,24,0
7,9005,9412,0.13,2,F,0,15,11.4,0
0,8911,9504,0.14,1,F,0,100,48.53,0
0,9501,9503,0.12,2,F,0,20,15,0
0,8510,9412,0.16,1,F,X,20,8.09,0
6,8605,9408,0.15,1,F,X,23,13.44,0
2,9009,9502,0.12,1,F,0,20,12.16,0
5,8810,9411,0.12,1,F,X,15,11.42,0
3,9011,9503,0.18,3,E,0,10,7.77,0
4,8905,9601,0.25,1,G,X,50,39.8,0
0,8508,9412,0.3,1,G,X,25,17.48,0
4,8712,9411,0.28,1,E,X,10,7.66,0
1,9502,9502,0.07,1,F,0,20,20,0
5,9102,9405,0.1,1,G,0,30,16.4,0
4,9501,9501,0.06,1,F,0,15,15,1
2,8709,9501,0.08,1,G,0,30,19,0
0,8509,9404,0.61,1,F,X,20,12.88,0
0,9211,9412,0.2,2,F,0,20,11.66,1
4,8809,9410,0.13,1,F,0,20,11.88,0
3,9003,9411,0.19,3,E,X,8,7.33,0
3,9011,9503,0.32,4,D,X,3,3.52,0
0,9410,9410,0.11,1,F,0,20,20,0
1,8608,9511,0.36,4,D,X,3,3.1,0
3,8702,9407,0.26,1,F,0,15,10.81,0
5,8904,9411,0.1,1,F,0,15,18,0
2,9301,9409,0.1,1,F,0,15,9,0
0,8601,9412,0.26,1,E,X,10,5.94,0
6,8810,9407,0.08,1,G,0,107,69.9,0
0,8709,9412,0.31,3,D,X,5,2.35,0
4,9001,9412,0.14,1,F,0,20,8.57,0
3,9102,9412,0.12,1,F,0,15,8.66,0
5,8604,9412,0.23,1,F,X,15,9.66,0
5,9202,9411,0.21,2,F,X,24,15.3,0
6,8709,9501,0.25,1,E,X,10,6.81,0
7,9101,9502,0.2,3,E,0,12,8,0
0,8604,9502,0.38,4,D,X,5,5.2,1
7,9009,9503,0.09,1,F,0,15,16,0
3,9502,9502,0.07,1,F,0,20,20,0
7,8801,9412,0.09,1,F,0,20,13.8,0
5,8811,9502,0.77,4,E,X,10,8.92,0
0,8710,9501,0.25,1,E,X,10,6.88,0
5,8701,9409,0.22,1,E,X,12,11.25,0
4,9012,9503,0.1,2,G,0,25,26,0
5,9409,9502,0.15,3,E,0,9,8,1
3,8810,9408,0.15,2,F,X,15,11.4,0
0,9410,9410,0.06,1,G,0,25,25,0
3,9209,9404,0.06,1,F,0,16,13,0
3,8509,9404,0.17,1,G,0,30,16.3,0
4,9402,9503,0.25,4,D,X,6,4.57,0
0,8810,9503,0.2,4,D,X,8,4.7,0
6,8909,9407,0.11,1,G,0,25,16.83,0
5,9010,9411,0.19,2,F,0,20,12.9,0
3,9002,9404,0.06,1,G,0,50,25,0
5,9111,9411,0.09,1,G,0,25,17.75,0
0,9502,9502,0.14,1,F,0,15,15,0
6,9301,9501,0.08,1,G,0,25,18.33,0
0,8701,9406,0.24,1,E,X,10,7.72,0
2,8512,9501,0.36,1,E,X,10,6.18,0
5,9105,9412,0.07,1,G,0,40,25.33,0
0,9103,9408,0.11,1,F,0,15,9,0
6,8910,9409,0.16,3,E,X,10,8,1
7,9312,9410,0.12,2,F,X,15,13.66,0
1,8901,9407,0.35,1,E,X,10,32.52,0
6,8510,9501,0.33,1,E,X,11,7.66,0
3,9201,9409,0.13,1,F,0,20,24.33,0
0,8603,9409,0.18,2,G,0,25,19.76,0
7,9005,9410,0.1,1,G,0,25,20.8,0
4,8911,9406,0.14,1,F,X,16,10.28,0
4,9102,9501,0.1,1,G,0,30,15,0
5,9310,9412,0.2,4,E,0,12,10.66,0
4,9401,9503,0.16,3,E,0,10,7,0
2,8510,9411,0.41,1,E,X,10,7,0
4,8901,9502,0.25,2,E,X,10,6,0
4,8709,9406,0.14,2,F,0,20,15.88,0
5,8805,9411,0.1,1,G,0,35,20,0
7,9102,9501,0.12,2,G,0,50,39.42,0
6,8712,9409,0.1,1,F,0,17,11.4,0
6,9501,9501,0.07,1,F,0,20,20,0
0,8810,9502,0.18,2,E,X,10,8.27,0
6,9305,9412,0.28,3,G,0,20,22.14,0
5,8704,9502,0.18,3,F,0,20,13.72,0
5,9301,9404,0.12,1,F,X,15,10.75,0
4,9302,9409,0.14,3,E,0,10,11.57,0
4,8902,9503,0.22,2,E,X,12,9.07,0
1,8511,9407,0.17,2,F,X,15,12,0
4,8902,9412,0.3,3,D,X,5,5,0
0,9401,9412,0.18,3,E,0,10,9.4,0
4,9406,9503,0.14,3,F,0,15,15,0
0,9309,9412,0.15,1,F,0,20,13,0
2,9202,9411,0.16,2,F,0,10,10.57,0
0,9406,9502,0.09,2,G,0,26,18,0
4,9404,9404,0.05,1,F,0,15,15,0
0,9407,9407,0.05,1,F,0,15,15,0
0,8602,9410,0.19,1,F,X,15,9.88,0
3,9201,9412,0.12,1,F,0,15,11.6,0
5,9109,9405,0.11,1,G,0,50,50,0
0,9501,9501,0.07,1,F,0,20,20,0
0,8903,9601,0.18,1,F,X,20,16,0
5,9110,9412,0.09,1,G,0,25,15.5,0
0,9003,9412,0.23,3,G,0,100,41.42,0
4,9409,9409,0.07,1,F,0,15,15,0
1,9110,9405,0.06,1,F,0,20,17.5,0
7,8909,9406,0.11,1,F,X,20,14.28,0
3,9501,9501,0.07,1,G,0,28,28,0
5,8910,9404,0.15,1,F,X,20,14,1
7,9202,9409,0.12,2,F,0,15,10.6,0
2,9310,9410,0.17,3,E,0,11,8.4,0
7,9501,9501,0.07,1,G,0,25,25,0
0,9009,9502,0.16,2,F,0,15,7.55,0
0,9212,9407,0.18,1,F,0,15,7.66,0
1,9009,9412,0.13,3,F,0,15,9,0
5,9101,9408,0.2,1,G,X,50,21,0
6,9003,9501,0.16,1,G,X,30,18.88,0
0,9406,9406,0.06,1,G,0,25,25,0
4,9309,9405,0.08,1,F,0,15,10,0
0,8909,9410,0.11,1,F,0,16,9.4,0
4,9407,9407,0.06,1,G,0,25,25,0
5,9201,9503,0.12,2,F,0,10,8.8,0
6,9502,9502,0.07,1,F,0,20,20,0
2,9409,9501,0.11,2,F,0,15,10,0
1,9502,9502,0.07,1,G,0,25,25,0
3,8904,9404,0.15,1,F,X,18,15.07,0
5,8605,9405,0.16,1,F,X,15,13.54,0
4,8811,9411,0.22,2,F,X,16,9.69,0
7,9210,9501,0.11,2,G,X,30,21.25,0
6,8710,9411,0.26,3,E,X,12,9.31,0
0,9209,9405,0.2,2,G,0,25,24.37,0
2,8602,9412,0.17,1,F,X,20,10.76,0
4,9311,9409,0.08,1,F,0,15,12.5,0
2,9402,9502,0.1,1,F,0,15,10,0
2,9501,9501,0.07,1,F,0,20,20,0
6,9201,9410,0.27,4,D,X,3,5.08,0
3,8701,9412,0.2,1,E,X,14,10.07,0
0,9303,9502,0.2,4,F,0,15,8.42,0
7,9211,9404,0.06,1,F,0,15,10,0
5,9103,9411,0.09,1,F,0,20,14,0
0,9207,9412,0.12,1,F,0,18,14.12,0
5,8801,9412,0.16,1,F,X,20,13.63,0
4,8712,9502,0.17,3,E,0,6,7,0
4,9303,9412,0.13,2,F,0,15,12.4,0
5,9501,9501,0.07,1,G,0,28,28,0
6,8508,9501,0.18,2,G,X,62,31.07,0
5,9309,9406,0.1,1,G,0,25,20,0
2,8910,9503,0.2,2,E,X,10,10.23,0
4,9101,9501,0.18,4,D,0,5,5.27,0
4,9004,9501,0.2,3,F,0,20,13.08,0
2,8911,9408,0.15,1,F,0,15,16.33,0
0,8604,9412,0.27,2,F,0,22,7.91,0
3,9404,9502,0.16,4,F,0,17,15.5,0
5,9402,9411,0.15,2,F,0,15,11.66,0
5,9209,9407,0.11,1,F,X,15,14,0
6,9003,9410,0.21,4,E,X,5,5.91,0
4,9410,9502,0.17,3,E,0,14,8,0
1,9402,9411,0.1,1,F,0,20,12.5,1
4,9101,9403,0.08,1,F,0,22,18,0
0,9409,9503,0.28,2,F,0,15,10,0
4,9201,9404,0.15,1,G,X,25,13.16,0
0,8512,9412,0.13,1,F,X,19,13.1,0
0,9101,9405,0.1,1,G,0,25,10,0
0,8709,9412,0.42,4,D,X,5,4.95,0
5,9402,9412,0.17,3,E,X,10,9,0
4,9207,9405,0.14,1,F,0,20,14.66,0
2,9502,9502,0.07,1,F,0,18,18,0
1,9105,9503,0.13,2,F,0,21,11.5,1
2,8810,9501,0.15,2,G,0,44,15.5,0
1,8508,9409,0.6,3,D,X,3,2.83,0
6,9402,9502,0.19,3,E,0,7,7,1
1,8512,9412,0.49,1,F,X,15,12.35,0
0,8809,9411,0.26,2,E,X,10,7.25,0
5,9302,9412,0.12,1,F,0,15,8.75,0
5,9102,9501,0.25,2,F,0,10,9,0
2,9011,9411,0.09,1,F,0,19,9,0
0,9209,9407,0.11,2,G,0,25,12.5,1
5,9011,9409,0.1,1,G,0,40,23.6,0
2,8508,9509,0.33,1,E,X,10,7.82,0
4,8704,9512,0.18,1,G,X,175,48,0
0,9111,9408,0.07,1,F,0,20,28.33,0
6,9407,9602,0.11,2,F,0,20,15,0
6,9409,9410,0.1,2,G,0,50,50,0
1,8810,9404,0.21,1,F,X,19,13.33,0
4,9304,9502,0.19,3,F,X,20,14.28,0
6,9401,9410,0.12,2,F,0,20,15.33,0
0,9403,9412,0.12,2,F,X,10,10,0
7,9104,9502,0.14,3,E,0,12,8,0
0,8704,9407,0.31,4,D,X,5,4.45,0
5,9101,9408,0.24,4,E,0,5,9.66,0
0,8602,9602,0.17,2,E,X,0,6.25,0
7,9211,9411,0.2,3,E,X,11,9,0
0,9501,9501,0.12,1,F,0,15,15,0
6,8809,9408,0.36,4,E,X,10,9.12,1
2,8512,9412,0.21,1,F,X,20,9.58,0
6,8709,9411,0.24,1,F,X,23,11.47,0
0,8910,9406,0.19,1,F,X,23,16.25,0
0,9501,9502,0.11,1,F,0,3,9,0
1,9409,9409,0.06,1,F,0,20,20,0
3,8508,9410,0.4,2,E,X,12,8.31,0
0,9401,9412,0.09,1,F,0,15,12.5,0
0,8512,9503,0.27,2,G,X,15,17.1,0
1,8602,9503,0.55,4,E,X,10,8.48,0
3,9210,9601,0.21,2,F,X,15,11.5,0
4,9011,9503,0.17,4,F,0,21,11.88,0
6,9402,9407,0.09,1,F,0,20,15,0
7,9302,9411,0.08,2,F,0,16,12.66,1
5,9011,9503,0.3,4,D,X,7,4.88,0
5,8509,9412,0.47,2,E,X,12,7.67,0
5,8606,9411,0.34,2,E,X,12,9.32,0
3,8701,9409,0.32,2,G,X,25,10.76,0
6,9109,9407,0.19,3,E,0,5,6.12,0
4,9002,9412,0.2,2,F,X,15,16.8,0
4,9301,9504,0.15,2,F,0,5,7,0
3,8508,9501,0.51,4,D,X,5,5.01,0
0,9201,9502,0.31,3,G,0,25,17,0
4,8809,9404,0.29,1,F,X,19,14.42,0
0,9210,9503,0.19,2,F,X,15,12.75,0
6,9001,9502,0.16,2,E,X,14,8,0
3,9311,9501,0.08,1,G,0,25,15,0
1,9101,9410,0.2,3,E,X,5,4.88,0
0,9409,9409,0.08,1,F,0,15,15,0
7,9301,9410,0.08,2,G,0,25,25,0
4,8509,9406,0.22,2,F,X,15,6.35,0
0,8603,9410,0.42,3,G,X,20,15.5,0
2,9410,9410,0.05,1,G,0,25,25,0
4,9502,9502,0.07,1,F,0,23,23,0
3,9301,9409,0.15,2,F,X,15,10.2,0
7,8709,9502,0.37,3,D,X,9,5.1,0
5,8601,9501,0.24,1,E,X,13,8.11,0
3,8602,9410,0.14,2,F,X,15,10.75,0
2,8603,9404,0.43,1,E,X,11,9.05,0
3,9301,9410,0.13,1,F,0,16,11.8,0
6,8802,9503,0.24,3,E,X,10,6.62,0
2,8701,9412,0.27,1,F,X,15,6.77,0
3,9402,9503,0.2,4,E,X,10,6.6,0
2,9310,9501,0.25,4,D,X,7,5.14,0
0,9309,9504,0.24,4,E,X,10,10,0
2,9110,9503,0.25,4,E,X,4,5.3,0
2,8508,9404,0.26,1,E,X,10,7.33,0
2,8509,9410,0.25,2,F,X,20,6.52,0
0,9405,9410,0.08,2,G,0,30,25,0
2,9009,9410,0.09,1,G,0,25,30.25,0
2,9410,9410,0.06,1,F,0,15,15,0
0,9209,9411,0.14,2,G,0,32,28,0
4,9208,9406,0.1,1,F,0,15,12.33,0
7,9501,9501,0.07,1,F,0,15,15,0
0,9209,9412,0.17,1,F,0,15,8.75,0
3,8701,9503,0.35,3,E,X,10,9.33,0
5,8810,9412,0.1,1,G,0,100,33.83,0
2,9309,9412,0.07,1,F,0,15,12.5,0
4,8510,9412,0.13,1,F,0,20,14.2,0
0,9409,9501,0.1,2,G,0,30,22.5,0
7,9401,9412,0.13,2,F,0,15,10.33,0
2,8604,9411,0.18,1,F,X,17,8.3,0
1,8701,9404,0.29,1,E,X,10,8.15,0
5,9004,9411,0.12,1,F,0,15,11.5,0
2,9110,9503,0.27,3,E,X,10,8.38,0
0,8711,9412,0.08,1,F,0,22,19.4,0
5,8512,9409,0.19,1,G,X,50,29.43,0
4,8902,9412,0.28,1,F,X,20,12.75,0
2,9011,9412,0.11,1,F,X,15,12.83,0
0,9201,9412,0.1,1,F,0,15,10,0
2,8508,9405,0.25,2,E,X,10,6.73,0
4,9410,9411,0.12,2,F,0,6,10.5,0
3,9210,9412,0.09,1,F,0,20,13.33,0
6,9110,9503,0.17,4,D,X,5,5.25,0
2,9010,9503,0.23,3,E,0,3,6,0
7,9210,9411,0.12,1,F,0,20,10.75,0
4,9310,9411,0.1,2,F,0,21,17,0
2,8605,9502,0.15,2,F,X,20,16,0
3,9305,9408,0.09,1,G,0,25,18.33,0
4,8508,9404,0.25,1,E,X,11,5,0
0,8509,9412,0.32,2,E,X,10,5.64,1
4,8909,9602,0.26,1,F,X,15,14.76,0
7,9405,9412,0.1,2,F,0,15,10,0
0,9307,9411,0.07,1,G,0,40,32.5,0
0,9404,9501,0.18,2,G,0,50,45,0
1,9202,9501,0.18,1,G,X,29,21.62,0
1,8509,9501,0.6,4,D,X,5,4.53,0
4,8901,9411,0.12,1,F,0,15,15.14,0
6,8909,9405,0.25,1,F,X,19,14.57,0
6,8906,9502,0.34,3,G,X,25,18.84,0
0,9401,9408,0.08,1,F,0,15,15,0
6,9410,9410,0.06,1,F,0,20,20,0
2,9001,9502,0.26,1,F,X,20,8.93,0
1,9409,9409,0.07,1,F,0,20,20,0
4,9104,9408,0.25,3,E,X,12,10.07,0
4,8510,9407,0.12,1,F,0,20,14,1
2,8512,9411,0.24,1,E,X,14,5,0
5,8905,9502,0.24,2,G,X,50,37.36,0
4,8911,9512,0.19,2,F,0,15,12.5,0
5,8802,9410,0.13,1,F,X,19,12.28,0
4,9311,9501,0.08,1,G,0,25,17.5,0
2,9104,9405,0.27,1,E,X,13,9.69,0
2,9101,9503,0.28,4,F,X,10,8.07,0
2,9501,9501,0.08,1,F,0,19,19.95,0
5,9001,9503,0.12,1,F,X,16,12.71,1
1,9309,9504,0.33,1,F,0,10,8.33,0
1,9406,9502,0.14,3,E,X,7,7.33,0
0,9312,9412,0.09,1,F,0,15,12.5,0
0,9212,9412,0.21,3,G,X,60,36.66,0
2,8902,9503,0.28,4,E,X,5,7.88,0
1,8607,9502,0.17,1,E,X,10,8.58,0
0,9409,9412,0.09,2,G,0,25,27,0
2,9201,9412,0.17,2,F,X,20,7.5,0
0,9109,9501,0.37,4,F,X,17,12.9,0
2,8810,9503,0.12,2,F,0,15,10,0
4,9301,9503,0.21,4,E,X,10,7.5,0
2,9310,9412,0.07,1,F,0,20,22,0
0,8705,9411,0.11,1,G,0,50,26.25,0
5,9109,9409,0.32,1,F,X,15,9.64,0
5,9011,9404,0.14,1,G,0,36,29.87,0
7,8509,9408,0.19,2,F,0,16,9.85,0
2,9309,9502,0.2,3,E,0,10,7.33,0
7,9107,9502,0.15,3,E,0,11,7.77,0
2,8603,9409,0.19,3,F,X,23,9.15,0
6,8810,9503,0.39,4,E,X,10,6.87,0
0,8701,9501,0.27,3,D,X,5,6.94,0
2,9401,9502,0.18,3,F,X,17,11.8,0
0,8602,9412,0.16,2,F,X,20,16.09,0
4,8902,9502,0.12,1,F,X,17,10.14,0
4,9002,9410,0.12,1,G,X,29,22.85,0
5,8809,9501,0.26,3,D,X,5,5.05,0
6,9101,9503,0.2,2,F,0,15,8.25,0
0,8810,9408,0.27,2,E,X,10,12.44,0
0,8604,9411,0.22,2,E,X,10,4.81,0
0,9406,9501,0.12,3,E,X,10,7.25,0
0,9006,9408,0.19,3,E,0,7,5.66,0
5,9310,9412,0.1,2,F,0,20,17.33,0
1,8509,9412,0.25,1,E,X,12,9.9,0
6,9003,9412,0.13,2,G,0,50,20.57,0
2,9502,9502,0.07,1,G,0,25,25,0
2,9401,9503,0.2,3,F,X,15,9.4,0
3,9303,9412,0.17,2,F,X,10,9.5,0
4,9412,9412,0.08,1,F,0,20,20,0
7,9310,9503,0.32,4,D,X,3,3.6,1
5,9312,9501,0.1,1,F,0,20,12.5,0
2,8908,9503,0.17,3,F,X,11,9.2,0
7,8903,9409,0.06,2,G,0,35,27.5,0
4,9309,9412,0.08,1,F,0,20,15,0
0,8611,9501,0.25,3,D,X,5,3.8,0
0,8910,9503,0.11,2,F,0,20,19.28,0
1,9502,9502,0.05,1,G,0,25,25,0
2,9502,9502,0.07,1,G,0,30,30,0
5,8901,9511,0.25,2,E,X,15,8.78,0
3,9401,9501,0.21,3,E,X,9,7.4,0
1,8904,9411,0.44,4,E,X,10,9.42,0
0,9102,9408,0.15,1,F,X,15,9.37,0
0,9210,9408,0.32,2,G,X,25,27.46,0
0,8704,9412,0.28,2,G,0,50,40,0
7,8604,9409,0.22,1,F,X,15,7.2,0
4,9205,9408,0.15,1,F,0,15,11.16,0
4,8809,9501,0.1,1,F,0,16,13.6,0
0,8704,9405,0.3,1,F,X,15,8.15,0
0,9411,9411,0.06,1,G,0,25,25,0
4,8508,9404,0.37,2,E,X,10,7.22,0
2,8810,9503,0.23,4,E,X,10,6.95,0
5,9002,9502,0.09,1,G,0,25,15.2,0
2,8702,9407,0.24,1,E,X,10,8.7,0
7,9309,9502,0.21,4,E,X,10,6.66,0
7,9501,9501,0.07,1,F,0,20,20,0
2,8603,9501,0.53,4,F,X,6,3.83,0
1,8509,9501,0.25,1,F,X,20,6.05,0
7,9202,9503,0.26,4,E,X,12,9.9,0
2,9210,9410,0.16,3,F,X,15,14.57,0
1,9304,9412,0.14,1,F,0,15,11.5,0
7,8709,9409,0.11,1,F,X,15,10,0
6,9002,9405,0.14,1,F,X,20,10.42,0
5,9110,9411,0.07,1,F,0,20,15,0
5,9409,9502,0.1,2,F,0,15,15,0
6,9211,9502,0.3,4,G,X,25,19.38,0
4,8602,9410,0.13,1,F,X,21,13.25,0
1,8508,9501,0.27,3,F,X,15,6.6,0
4,8904,9409,0.16,2,E,0,13,11.6,0
5,9011,9503,0.27,3,E,X,10,8.9,1
6,9202,9501,0.31,4,D,X,6,4.84,0
0,9001,9412,0.2,1,F,X,21,11,0
4,9501,9501,0.06,1,G,0,25,25,0
3,8612,9412,0.33,3,D,X,5,4.2,0
2,9501,9501,0.07,1,F,0,15,15,0
0,8704,9512,0.17,1,F,X,25,14.42,0
4,9301,9412,0.1,1,F,0,22,16.75,0
0,9407,9407,0.07,1,F,0,20,20,0
5,8508,9412,0.32,1,F,X,15,9.87,0
4,9301,9412,0.11,1,F,0,15,8.33,0
4,9309,9412,0.16,3,F,X,17,15.6,0
2,9209,9412,0.13,1,F,0,15,9.5,0
0,9210,9412,0.09,1,F,0,20,11.66,0
0,8602,9403,0.18,1,F,X,20,13.35,0
0,9410,9410,0.06,1,G,0,25,25,0
4,8507,9412,0.3,1,E,X,10,6.66,0
7,8710,9406,0.26,1,G,X,25,13.08,0
5,8901,9411,0.32,3,D,X,5,4,1
5,9001,9404,0.1,1,F,0,15,7.5,0
4,8710,9502,0.15,3,E,0,10,8.44,0
1,9004,9409,0.12,2,G,0,26,17,0
4,9012,9412,0.1,1,F,0,16,14,0
6,9212,9502,0.14,3,F,0,10,10,0
1,9302,9502,0.2,3,E,X,10,7.71,0
2,9001,9503,0.2,4,F,0,12,9.08,0
6,9402,9503,0.09,1,F,0,20,12.5,0
2,9309,9412,0.11,1,F,0,15,10,0
5,9012,9501,0.31,3,F,X,11,11.38,0
5,9309,9411,0.23,3,E,X,7,7.4,0
3,9003,9411,0.15,1,F,X,15,16.11,0
6,8605,9408,0.1,2,G,0,50,28.57,0
5,9301,9503,0.08,1,F,0,16,13,0
1,9501,9501,0.07,1,F,0,15,15,0
1,9301,9502,0.09,2,F,0,20,15,0
1,8710,9409,0.12,1,F,0,20,12.28,0
3,9402,9502,0.09,1,G,0,30,20,0
6,9202,9409,0.11,1,G,0,25,16,0
5,8612,9412,0.22,3,E,0,10,7.33,0
7,9408,9408,0.07,1,F,0,20,20,0
2,8901,9502,0.25,4,D,X,5,3.64,1
0,9302,9405,0.07,1,F,0,15,12.5,0
4,9401,9412,0.16,3,E,0,6,6.75,0
6,8901,9412,0.2,2,E,X,12,8,1
4,8512,9407,0.23,1,E,X,10,8.41,0
0,8803,9408,0.16,1,F,X,19,12.18,0
1,8901,9411,0.14,1,F,0,16,7.85,0
7,9302,9405,0.08,1,G,0,35,30,0
1,8709,9501,0.22,3,E,X,5,4,0
6,9501,9501,0.07,1,F,0,20,20,0
4,9102,9404,0.08,1,F,0,20,16.75,0
6,9304,9502,0.1,1,F,0,15,11,0
7,9501,9501,0.07,1,F,0,20,20,0
2,9301,9408,0.14,2,F,0,17,13.4,1
0,8509,9502,0.28,1,F,X,20,10,0
6,8709,9412,0.13,1,F,X,20,9.5,0
6,9401,9412,0.08,1,G,0,27,26,0
5,8701,9602,0.2,1,G,0,100,102.7,0
2,8701,9502,0.18,2,F,X,20,13.5,0
5,9102,9412,0.17,3,G,X,25,24.07,0
2,8710,9502,0.29,3,D,X,5,3.22,0
6,8511,9412,0.21,1,F,X,17,8.53,0
5,8601,9407,0.23,2,F,X,15,8.93,0
2,9012,9409,0.16,2,F,X,9,7,0
5,9102,9411,0.12,1,F,0,15,8,1
5,9301,9501,0.29,4,D,X,6,4.5,0
2,8602,9503,0.29,2,E,X,6,6.04,0
2,9409,9409,0.07,1,F,0,18,18,0
7,9001,9601,0.14,3,F,0,20,13.22,0
5,9002,9410,0.16,2,F,X,20,12.1,0
0,9501,9501,0.08,1,F,0,20,20,0
2,9104,9502,0.16,3,E,X,13,10.25,0
6,8512,9411,0.31,4,D,X,8,5.44,0
0,8607,9404,0.12,1,F,0,15,7.42,0
5,9101,9409,0.49,2,E,X,10,11.82,0
4,9109,9409,0.11,2,F,0,15,14,0
5,8604,9503,0.38,3,E,X,5,3.86,0
3,8805,9412,0.17,1,F,X,20,13.09,0
4,8611,9412,0.2,2,E,X,12,9.28,0
0,8902,9502,0.29,3,F,0,15,7.57,0
5,8902,9501,0.1,1,F,0,20,10.8,0
5,9406,9412,0.1,2,F,0,17,16,0
0,9210,9410,0.07,2,G,0,66,43,0
3,8510,9502,0.21,1,F,X,21,11.37,0
0,9303,9412,0.08,1,F,0,15,12.5,0
1,9102,9405,0.11,1,G,0,28,22.66,0
1,8701,9412,0.15,1,G,0,50,20.18,0
6,8508,9503,0.31,2,F,X,15,9.3,0
0,9406,9406,0.05,1,F,0,20,20,0
6,8604,9502,0.23,1,F,X,15,12.63,1
3,9402,9409,0.17,3,E,X,10,8,0
5,9003,9405,0.28,1,E,X,10,6.12,0
2,8803,9411,0.12,2,F,0,15,8.55,0
5,9401,9503,0.24,4,E,X,10,7.33,1
3,8511,9411,0.2,1,E,X,11,11.69,0
4,9201,9405,0.13,1,F,0,20,15,1
1,9105,9503,0.2,4,D,0,8,7,0
0,9003,9501,0.28,4,E,X,5,8.5,1
2,9407,9407,0.06,1,F,0,18,18,0
0,9301,9501,0.44,2,F,0,20,16.25,1
0,8602,9501,0.25,2,F,X,20,12.5,0
0,9004,9409,0.2,2,E,X,10,9.25,0
7,8607,9409,0.2,2,E,X,10,10.42,1
4,9210,9412,0.12,3,G,0,14,13.5,0
0,9212,9412,0.13,2,G,0,25,27,0
7,9409,9409,0.06,1,G,0,25,25,0
0,8901,9602,0.24,2,G,X,20,18.11,0
2,9003,9412,0.09,1,G,0,50,20.4,0
7,8509,9501,0.34,3,F,X,20,8,0
2,9406,9406,0.06,1,F,0,15,15,0
3,9406,9602,0.05,1,F,0,0,20,0
0,9003,9406,0.17,2,G,0,44,28.7,0
1,9210,9411,0.24,4,F,X,18,8.1,0
0,8910,9602,0.17,1,F,0,10,13.33,0
2,8809,9412,0.21,1,E,X,12,10.86,0
5,8601,9411,0.3,1,E,X,10,5.91,0
2,8905,9406,0.34,1,F,X,22,6.88,0
6,9310,9408,0.1,1,F,0,15,11.66,0
6,8902,9412,0.13,1,F,X,16,11.42,0
7,8904,9409,0.12,2,F,0,19,13.5,1
2,8511,9503,0.4,3,D,X,5,3.66,0
5,9302,9412,0.06,1,F,0,22,21,0
1,9201,9601,0.36,4,E,X,10,9.94,0
